SITEID,Name,Description,AWRC,StateID
11FGJER,BILLABONG CREEK AT JERILDERIE,,410016,2.0
JERIMET,Jerilderie Treatment Works Met Station,Jerilderie Treatment Works Meteorological Station - Rainfall Only,74055,2.0
JERSTP,Jerilderie STP,,,2.0
JERVOIS,Jervois,Jervois - Mallee Region,,
JILLAMA,River Murray - Jillamatong,PEAK HEIGHT RECORDS,409040,2.0
JIN2GEE,Jindabyne Res to Geehi Res.,Diversion from Jindabyne to Geehi Reservoirs - Water Pumped,,2.0
JINDABY,LAKE JINDABYNE,,,2.0
JINGCK,Jingellic Creek at Jingellic,,401013,2.0
JINGELL,River Murray at Jingellic,SAMPLE AT GAUGING STATION,401201A,2.0
JINGKHA,Khancoban Routed to Jingellic,Khancoban Flows routed to Jingellic by Bigmod,,2.0
JINGLOC,Local Inflow above Jingellic,Flow at Jingellic other than Tooma and Khancoban,,2.0
JINPUMP,Jindabyne Pump,Jindabyne Pump,,2.0
JOCKWAR,Lake Alexandrina at Jockwar(Beacon 105),Lake Alexandrina at Jockwar(Beacon 105),A4261199,5.0
JOKER,Big River U/S of Joker Creek,,401216A,4.0
JOUNAMA,Jounama Pondage,Snowy Hydro Limited,,2.0
JUNROAD,Junction Road,Millewa monitoring site,,
JUNSTP,Junee STP,,,2.0
JWEDOF,Jervois (Wellington end),,,5.0
JWPEDOF,Jervois (Woods Pt end),,,5.0
KANGARO,KANGAROO LAKE,,407601A,4.0
KANGHOL,Talyawalka Creek at Kangaroo Water Holes,,425029,2.0
KANGMET,Kangaroo Lake,,77092,4.0
KANGPAC,Tandou Kangaroo and Packers Storage,Sum of Storage in Lakes Kangaroo and Packers on Tandou,,2.0
KANSTP,Kandos STP,,,2.0
KAPPALU,North Rhyne River near Kappalunta,North Rhyne River near Kappalunta,A4261014,5.0
KATAMAT,BROKEN CREEK - KATAMATITE,50M UPSTREAM OF KATAMATITE-NUMURKAH ROAD,404214,4.0
KATARAO,Katarapko Basin at Northern Outfall,Katarapko Basin at Northern Outfall,A4260700,5.0
KATARUS,River Murray us Katarapko Ck Outlet (AMTD 482.4km),River Murray us Katarapko Ck Outlet (AMTD 482.4km),A4261024,5.0
KDSGCK,Koondrook Spillway on Gunbower Ck,,,4.0
KEECH,Keech River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
KEECHDS,Keech Regulator D/S,Millewa monitoring site,,
KEEPIT,Keepit Reservoir - Namoi System,,,2.0
KELLITT,Lakes Kelly and Little,,,
KELLY,Lake Kelly,,,4.0
KELLYS,LITTLE MURRAY RIVER (VIC) AT KELLYS,,,4.0
KELRFL,Kerang Weir on Loddon River,,,4.0
KEMDMET,Kerang (Meran Downs) Met Station,,80024,4.0
KENEBRE,CULGOA RIVER D/S COLLERINA (KENEBREE),See Qcode info under measurand 1,422006,2.0
KENSAL,RIVER MURRAY - KENSAL GREEN,,409041,2.0
KERAMCD,Kerang Lakes - Meran Community Drain,Kerang Lakes - Swan Hill Plan - Meran Comunity Drain,407757,4.0
KERAMET,Kerang Post Office Met Station,,80023,4.0
KERANGP,LODDON RIVER - KERANG PUMPS,,,4.0
KERANGW,Loddon River - Kerang,SAMPLE AT GAUGING STATION,407202,4.0
KERMMET,Kerang Model Farm Met Station,,80126,4.0
KERSHEE,Kerang Weir + Sheepwash Creek,Loddon River at Kerang + Sheepwash Ck,,4.0
KHANCOB,Swampy Plains River D/S Khancoban Dam,SNOWY SCHEME,600183,5.0
KHANCUS,Swampy Plains River AT Khancoban,UPSTREAM OF KHANCOBAN PONDAGE,401501,5.0
KHANLOC,Local Inflows Upstream of Khancoban,,,2.0
KHANSTO,Khancoban Reservoir,,,2.0
KIEWA,Kiewa River - Kiewa 402200=222+220,402200 FOR 1885-1936 402220+402222 FOR 1937->,402200,4.0
KIEWADV,Kiewa River System,,,4.0
KIEWFLW,Kiewa River Outflow,Kiewa + Anabranch at Kiewa + Yackandandah Creek,,4.0
KIEWOVR,Kiewa River Overflow (anabranch),"Kiewa River Overflow (anabranch), this site and 402222",402220A,4.0
KIEWPRT,Kiewa River at Kiewa (part of KIEWA),Kiewa River at Kiewa - this site + 402220 (KIEWAOVR),402222A,4.0
KIFTSTP,Kitty's Flat STP,,,2.0
KINGSTN,Kingston,Kingston - Riverland Region,,
KMRSTP,Kilmore STP,,,4.0
KNGSTON,RIVER MURRAY - KINGSTON,,,5.0
KOMUVIC,Kiewa Ovens Murray Cap Valley,Kiewa Ovens and Victrian Murray,,4.0
KONWEIR,Koondrook weir U/S,Gunbower Forest - VIC National Parks,,
KONWRDS,Koondrook weir D/S,Gunbower Forest - VIC National Parks,,
KOONDSP,Koondrook weir U/S,SAMPLE AT GAUGING STATION - Gunbower Ck at �Knife edge weir used to measure �Koondrook Spillway flow,407209A,4.0
KOONMBT,Koondrook-Murrabit Drains for BSMS,,,
KOONPUM,KOONDROOK (ASHWIN'S) PUMP FROM MURRAY,,,4.0
KOORSTP,Kooringal STP (Wagga Wagga),,,2.0
KORALEI,Poon Boon Lakes inflow at Koraleigh,,409091,2.0
KOWSWMP,KOW SWAMP STORAGE,,,4.0
KPBARDS,Barbers Overflow River Regulator D/S Creek Side,New South Wales Regulators - Koondrook-Perricoota Forest,,
KPBCKDS,Barbers Creek Regulator D/S Creek Side,New South Wales Regulators - Koondrook-Perricoota Forest,,
KPBCSBR,Barbers Creek at Sandy Bridge Road,New South Wales Regulators - Koondrook-Perricoota Forest,409111,
KPCOWDS,Cow Creek River Regulator D/S Creek Side,New South Wales Regulators - Koondrook-Perricoota Forest,,
KPLBREG,Little Barber regulator,New South Wales Regulators - Koondrook-Perricoota Forest,,2.0
KPRRGDS,Return Channel River Regulator D/S River Side,New South Wales Regulators - Koondrook-Perricoota Forest,,
KPSCKBB,SPUR CK @ BURKES BRIDGE,New South Wales Regulators - Koondrook-Perricoota Forest,407370A,
KPSCKEB,Spur Crk @ East Branch,New South Wales Regulators - Koondrook-Perricoota Forest,407369A,
KPSKNTK,Spur Crk @ Nursery Track,New South Wales Regulators - Koondrook-Perricoota Forest,,
KPTCLTR,Thule Creek at Lower Thule Road,New South Wales Regulators - Koondrook-Perricoota Forest,409109,
KPTHLDS,Thule Creekk River Regulator D/S Creek Side,New South Wales Regulators - Koondrook-Perricoota Forest,,
KPTORDS,Torrumbary Cutting Offtake Reg D/S Forest Side,New South Wales Regulators - Koondrook-Perricoota Forest,409114,
KRAMEN,Kramen Creek Regulator,Kramen Creek Regulator Lake Side,KRAMEN,
KRESTP,Kremur STP,,,2.0
KRWCMET,Kerang RWC,,80110,4.0
KULKYNE,Kulkyne Outfall Drain at Mansells Pump,KULKYNE OUTFALL DRAIN @ MANSELLS PUMP,414723,4.0
KYABMET,Kyabram (Research Institute),BOM station,80091,4.0
KYALITE,Wakool River at Kyalite,SAMPLE AT GAUGING STATION,409034,2.0
KYALITN,WAKOOL RIVER - KYALITE (NSW DATA?),,,2.0
KYBSTP,Kyabram STP,,,4.0
KYNRWP,Kyneton RWP,,,4.0
L1MET,Lock 1 Blanchetown Met Station,,24564,5.0
L5MET,Lock 5 Met Station,,24037,5.0
L65NOCH,Lock 6 to Lock 5 Excluding Chowilla,,,
L9TOMOR,River Murray From Lock 9 to Morgan,River Murray between Lock 9 and Morgan,,
LAANECO,Lodden River at Laanecoorie,Lodden River at Laanecoorie,407203,4.0
LACHLAN,Lachlan River System,,,2.0
LACHLRV,Lachlan regulated valley,,,2.0
LADPDOF,Lane Deep Drain,,,2.0
LAL@TUP,Lalalty Dr at Tuppal Ck Off,U/S of where Lalalty Drain enters Tuppal Creek,4091007,2.0
LAL1JNC,LALALTY NO.1 ARM U/S JUNCTION,,409054,2.0
LALAL13,LALALTY DC 13 AT LALALTY SCHOOL (DWR),,,2.0
LALAL2,LALALTY DC AT AERODROME RD. (DWR),,,2.0
LALAL5,Lalalty DC,,,2.0
LALAL6,LALALTY DC AT LALALTY HALL (DWR),,,2.0
LALAL7,LALALTY DC AT HR NO.78 (DWR),,,2.0
LALAL9,LALALTY DC AT HR NO.179 (DWR),,,2.0
LALALA,LALALTY DC AT SEAMERS ACCESS (DWR),,,2.0
LALALB,LALALTY DC AT ACCESS RD AT HR NO.179 DWR,,,2.0
LALALC,LALALTY DC AT CHINAMANS ROAD (DWR),,,2.0
LALALDC,LALALTY DC AT DRY CREEK. COBRAM-BERRIGAN,,,2.0
LALALF,LALALTY DC AT FARRERS ROAD (DWR),,,2.0
LALALH,LALALTY DC AT NEWELL HIGHWAY (DWR),,,2.0
LALALL,LALALTY DC AT SCHOOL ROAD (DWR),,,2.0
LALALS,LALALTY SYPHON AT MULWALA CANAL (DWR),,,2.0
LALALT,LALALTY DC AT THURBURNS ROAD (DWR),,,2.0
LALALX,LALALTY DC AT ESCAPE (DWR),,,2.0
LALJUNC,LALALTY DC - LALALTY JUNCTION,,409070,2.0
LALLOCK,D.C. LALALTY - LOCKHART RD,,409051,2.0
LALRAIL,D.C. Lalalty - Railway Bridge,,409053,2.0
LALWOOL,D.C. LALALTY - WOOLSHED RD,,409052,2.0
LANGAWI,,,,2.0
LAPDBB1,LALALTY PD (2) AT BACK BAROOGA HR 16A-39,,,2.0
LAPDBB2,LALALTY PD (2) AT BACK BAROOGA HR 17-3,,,2.0
LAPDBB3,LALALTY PD (4) AT BACK BAROOGA HR 18-31,,,2.0
LAPDBM1,LALALTY PD IN BOOMANOOMANA 1,,,2.0
LAPDBM2,LALALTY PD IN BOOMANOOMANA 2,,,2.0
LAPDENR,PRIVATE DRAIN AT ENNALS RD (DWR),,,2.0
LAPDMR,PD (30) AT MULWALA RD HR 40 (DWR),,,2.0
LAPDWR1,LALALTY PD (1B) AT WILTONS RD HR 7-20,,,2.0
LAPDWR2,LALALTY PD (1B) AT WILTONS RD HR 15-15A,,,2.0
LAURIST,Lauriston Reservoir - Campaspe River,,,4.0
LCFCDF,Lake Charm Flush Channel 6/1/7,,,4.0
LDGMSDN,Lagoon Drain from Gooragool Main Southern Drain DC,,,2.0
LEESTP,Leeton STP,,,2.0
LEETON,Leeton Meteorology Station,,74062,5.0
LELIGR,LAKE ELIZABETH AT GITSHAM RD,LAKE ELIZABETH AT GITSHAM RD,407607,4.0
LENEVA,Middle Creek at Leneva,Middle Creek at Leneva - at the Wodonga-Beechworth road,402221,4.0
LFTDOF,Long Flat,,,5.0
LHLKARA,Lake Arawak - Hattah Lakes,Hattah Lakes System - manual data collection in the lakes,,
LHLKBUL,Lake Bulla - Hattah Lakes,Hattah Lakes System - manual data collection in the lakes,,
LHLNPNP,Lake Nip Nip - Hattah Lakes,Hattah Lakes System - manual data collection in the lakes,,
LHRGATE,Roonki gate - Hattah Lakes,Hattah Lakes System - manual data collection in the lakes,,
LIEWAH,Edward River at Liewah,,409035,4.0
LIGHTEN,Snowy Ck at Lightening Ck,,401231A,4.0
LINDOFF,Upper Lindsay River at Offtake,,414212,4.0
LINDPOI,Lower Lindsay River at Lindsay Point,,414215,4.0
LINDSAY,Lindsay River Allowance,Lindsay River Allowance,,4.0
LINDSTH,Lindsay River @ South Murray River Offtake,,,
LISDOF,Long Island,,,5.0
LK52MOR,Lock 5 to Morgan Reach,,,
LK5TOMB,Lock 5 to Murray Bridge,,,5.0
LK62LK5,Lock 6 to Lock 5,,,
LK8SAV,Lock 8 to South Australia,Lock 8 to South Australia,,5.0
LK92LK5,Lock9 to Lock 5,,,
LK92LK6,Lock 9 to Lock 6,,,
LKALBCB,Lake Alexandrina at Boundary Creek Barrage,Lake Alexandrina at Boundary Creek Barrage,A4261045,5.0
,,(WL � 35),,
LKALEIB,Lake Alexandrina at Ewe Island Barrage,Lake Alexandrina at Ewe Island Barrage (WL � 35),A4261047,5.0
LKALEX,Lake Alexandrina Average,"Average of Milang, Tauwitcherie, Mulgundawa",,5.0
LKBALAK,Lake Balaka,Lake Balaka,,2.0
LKBIJIJ,Lake Bijijie,Lake Bijijie,,2.0
LKBINJI,Binjie Lake,,,2.0
LKBITTE,Lake Bitterang - Hattah Lakes,Lake Bitterang - Sampled in the lake,LKBITTE,
LKBREWS,Lake Brewster on Lachlan River,,,2.0
LKCANT,Lake Cantala - Hattah Lakes,Sampled in the Lake,LKCANT,
LKCARGE,Lake Cargellico on Lachlan River,,,2.0
LKCHARM,Lake Charm Outflow,One of the Kerang Lakes with a pumped Outfall,,4.0
LKEMU,Lake Emu,Lake Emu,,2.0
LKKELLY,LAKE KELLY,,,4.0
LKKONRD,Lake Konardin,Hattah Lakes System - manual data collection in the lakes,LKKONRD,
LKKRAM,Lake Kramen,,,
LKLITTL,LAKE LITTLE,,,4.0
LKLOCKI,Lake Lockie - Hattah Lakes,Sampled in the lake,LKLOCKI,
LKMALTA,Lake Malta,Lake Malta,,2.0
LKMENID,Lake Menindee,Lake Menindee only,,2.0
LKMENIN,Lake Menindee (include Lake Speculation),Lake Menindee + Lake Speculation,425022,2.0
LKMOURN,Lake Mournpall - Hattah Lakes,Sampled in the lake,LKMOURN,
LKNEARI,LAKE NEARIE,,,2.0
LKNIALI,Nialia Lake,,,2.0
LKPOPIL,Popiltah Lake,Popiltah Lake,,2.0
LKPOPIO,Popio Lake,,,2.0
LKPUMP,Pump To Lake Kramen,,LKPUMP,
LKSPECT,Spectacle Lakes,,,5.0
LKSPECU,Lake Speculation,,,2.0
LKTRAVL,Travellers Lake,,,2.0
LKTUTCH,LAKE TUTCHEWOP,,,4.0
LKTUTN,LAKE TUTCHEWOP NORTH,,,4.0
LKTUTS,LAKE TUTCHEWOP SOUTH,,,4.0
LKWALLA,Upper Lindsay River U/S Lake Wallawalla,,414218,4.0
LKWALWA,Lake Wallawalla,In lake level monitoring site set up by Mallee CMA,,
LKWILLM,Lake William,,,4.0
LKYARTL,Lake Yartla,EcoScience Reference -r4j5s0snr,,2.0
LKYARTS,Lake Yartla South,Lake Yartla South,,2.0
LKYELTA,YELTA Lake,,,2.0
LLHATAH,Lake little Hattah,,LLHATAH,
LLHATTR,Lake Little Hattah Regulator U/S,Lake Little Hattah Regulator - Lake Hattah Side - Victoria,,
LLHTRDS,Lake Little Hattah Regulator D/S,Lake Little Hattah Regulator D/S - Lake Little Hattah Side,,
LMERMET,Lake Meran,,77076,4.0
LMRTURN,Returns From Little Murray System,LITTLE MURRAY WEIR FLOWS WHEN FISHPOINT WEIR SHUT AND,,
LMSCEWH,Lower Murray Swamps CEWH,Lower Murray Swamps Commonwealth Environmental Water Holder,,
LMSOTHR,Lower Murray Swamps Other Env Ent,Lower Murray Swamps Other Environment Entitlements,,
LMSTLM,Lower Murray Swamps TLM,Lower Murray Swamps Total Living Murray,,
LMURNYV,L.M.E to Nyah - Murray River,,,4.0
LMWQCC,Lower Molonglo W.Q.C.C.,Lower Molonglo Water Quality Control Centre (W.Q.C.C.),,3.0
LNDOFDS,Upper Lindsay River at Offtake D/S,,,
LNDSTDS,Lindsay River @ South Murray River Offtake D/S,,,
LOCK1DS,River Murray D/S Lock 1,,426903,5.0
LOCK1US,River Murray U/S Lock 1,,426902,5.0
LOCK2DS,River Murray D/S Lock 2,,426519,5.0
LOCK2US,River Murray U/S Lock 2,,426518,5.0
LOCK3DS,River Murray D/S Lock 3,,426517,5.0
LOCK3US,River Murray U/S Lock 3,SAMPLE AT GAUGING STATION,426516,5.0
LOCK4DS,River Murray D/S Lock 4,,426515,5.0
LOCK4US,River Murray U/S Lock 4,,426514,5.0
LOCK5DS,River Murray D/S Lock 5,,426513,5.0
LOCK5US,River Murray U/S Lock 5,SAMPLE AT GAUGING STATION,426512,5.0
LOCK6DS,River Murray D/S Lock 6,,426511,5.0
LOCK6US,River Murray U/S Lock 6,,426510,5.0
LOCK7DS,River Murray D/S Lock 7,,4260509,5.0
LOCK7US,River Murray U/S Lock 7,,426508,5.0
LOCK7US,River Murray U/S Lock 7,,A4260508,5.0
LOCK8DS,River Murray D/S Lock 8,,4260507,5.0
LOCK8US,River Murray U/S Lock 8,,426506,5.0
LOCK8US,River Murray U/S Lock 8,,A426506,5.0
LOCK8US,River Murray U/S Lock 8,,A4260506,5.0
LOCK9DS,River Murray D/S Lock 9,,4260505,5.0
LOCK 9,River Murray U/S Lock 9,SAMPLE AT GAUGING STATION,A4260501,5.0
LOCK9US,River Murray U/S Lock 9,SAMPLE AT GAUGING STATION,A4260501,5.0
LOCKING,Lockington Main Drain,Lockington Main Drain Shepparton,407712,4.0
LOCKRIC,Lockington Main Drain adj to Richardsons,Lockington Main Drain adjacent to Richardsons,,4.0
LOCKSTP,Lockhart STP,,,2.0
LODDBW,Loddon River - Bridgewater,,,4.0
LODDGD,Loddon Gravity Districts,Loddon Gravity Districts,,4.0
LODDON,Loddon River System,,,4.0
LODDSKW,Loddon River d/s of Kerang Weir,,,4.0
407224,Loddon River at Loddon Weir,,407224,4.0
LODDWR,Loddon River at Loddon Weir,,407224,4.0
LODEDBW,Loddon Env delivery to Boort wetland,Loddon Environmental deliveries to Boort wetlands,,4.0
LODEWWD,Diversion to East Loddon Waterworks District,Diversion to East Loddon Waterworks District,,4.0
LODGRL,Loddon G D Regulated Licences,Loddon Gravity Districts regulated Licences,,4.0
407229,Loddon River at Serpentine Weir,LODDON RIVER AT SERPENTINE WEIR,407229,4.0
LODRSW,Loddon River at Serpentine Weir,LODDON RIVER AT SERPENTINE WEIR,407229,4.0
LODSERP,Loddon River - Serpentine Creek,,,4.0
LODUSLM,LODDON RIVER JUST U/S LITTLE MURRAY,(RELOCATED KELLYS),,4.0
LODWWMC,Loddon River - WWMC,,,4.0
LONSDAL,Lake Lonsdale - Wimmera Mallee,,,4.0
LOUSYCR,Lousy Crossing,Millewa monitoring site,,
9GSLOUT,Darling River at Louth,,425004,2.0
LOUTH,Darling River at Louth,,425004,2.0
LOVEBAS,Loveday Outfall at Loveday Evaporation Basin,Loveday Outfall at Loveday Evaporation Basin,A4260698,5.0
LOVECAU,Loveday Swamp at Cit Causeway Southern Basin,Loveday Swamp at Cit Causeway Southern Basin,A4261088,5.0
LOVECOB,Loveday Disposal Basin at Cobdogla Swamp,Loveday Disposal Basin at Cobdogla Swamp,A4261081,5.0
LOVEDAY,River Murray at Loveday Pump Station (AMTD 446.9 K,,A4260624,5.0
LOVENBI,Loveday Swamp at Northern Basin Inlet,Loveday Swamp at Northern Basin Inlet,A4261086,5.0
LOVESBI,Loveday Swamp at Southern Basin Inlet (Red Gate),Loveday Swamp at Southern Basin Inlet (Red Gate),A4261087,5.0
LOWBIDG,Total - Lowbidgee Scheme,,,2.0
LOWDARL,Lower Darling River System,,,2.0
LOWDARM,Lower Darling Main Stem,Includes Lock 10 Pool and Tandou Darling Pumps,,2.0
LOWDEVA,Lower Darling End of Valley Account,,,2.0
LOWDOTH,Lower Darling Other Diverters,Lower Darling Diverters from Lakes to u/s Weir Pool,,2.0
LOXNTHO,Loxton North Outfall,Loxton North Outfall,A4261095,5.0
LOXSTHO,Loxton South Outfall,Loxton South Outfall,A4261096,5.0
LOXTMET,Loxton Met Station,Located at the Loxton PO - Rainfall Only site.,24007,5.0
LOXTON,River Murray at Loxton Irrigation Pumps,,4260550,5.0
LOXTRES,Loxton Research Meteo Stn,,24024,5.0
LOXTWTP,Loxton Water Treatment Plant,,,
LTEDREG,Little Edwards River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
LTEDWCR,Little Edward Crossing,Millewa monitoring site,,
LTEDWDS,Little Edwards Regulator D/S,Millewa monitoring site,,
LTEDWRD,Little Edward Road,Millewa monitoring site,,
LTGCRDS,Little Gunbower Creek regulator D/S,Gunbower Forest - VIC National Parks,,
LTGUNCK,Little Gunbower Ck River Regulator,Gunbower Forest - VIC National Parks,,4.0
LTGUNLG,Little Gunbower Lagoon,Gunbower Forest - VIC National Parks,407337A,
LTMUFPC,Little Murray Weir when FP Weir Closed,Fish Point Weir Closed,,4.0
LTMUFPO,Little Murray Weir when FP Weir is open,Little Murray Weir when FP Weir is open,,4.0
LTMURWR,LITTLE MURRAY - LITTLE MURRAY WEIR,CHANGED ON 29/7/1993 TO BE FLOW OVER WEIR RATHER THAN RETURN,,4.0
LTWCUT1,Little Woodcutter 1 River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,
LTWCUT2,Little Woodcutter 2 River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
LTWCUT3,Little Woodcutter 3 River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
LTWCUT4,Little Woodcutter 4 River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
LVIC,Lake Victoria,Lake Victoria Storage - flows are for outlet,4260553,5.0
LVICCON,OLD CONTROL REGULATOR - LAKE VICTORIA,,426635,5.0
LVICIN,FRENCHMANS CK (LAKE VIC INLET) REGULATOR,,426500,5.0
LVICIND,LAKE VICTORIA INLET D/S REGULATOR,,,2.0
LVICINU,Lake Victoria Inlet Regulator Upstream,,,2.0
LVICMET,LAKE VICTORIA MET STATION,,47016,2.0
LVICNSW,NSW Component of Lake Victoria,,,2.0
LVICOUT,Rufus River D/S Lake Victoria,,426502,5.0
LVICPON,Lake Victoria Pontoon,Lake Victoria centre,A4261093,5.0
LVICVIC,Victorian component of Lake Victoria,,,
LWANDMR,LAKE WANDELLA AT McKENZIE RD,LAKE WANDELLA AT McKENZIE RD,407606,4.0
LXTSTP,Loxton STP,,,5.0
LYRUP,Murray River at Lyrup Pumping Station,,426663,5.0
MACBDWA,Burrendong Dam - Warren,Burrendong Dam - Warren - Macquarie River,,
MACBURR,Burrendong Dam Entitlement,Burrendong Dam Entitlement - Macquarie River,,
MACGIBW,Macquarie River @ Gibson Way,Macquarie River @ Gibson Way,421116,2.0
MACINBR,Macintyre Brook River System,,,1.0
MACMARS,Inflows to Macquarie Marshes,Inflows to Macquarie Marshes - Macquarie River,,2.0
MACMILT,Macquarie River @ Miltara,Macquarie River @ Miltara,421135,2.0
MACPILL,Macquarie River @ Pillicawarrina,Macquarie River @ Pillicawarrina,421147,2.0
MACQUAR,Macquarie / Castlereagh / Bogan Rivers,Macquarie / Castlereagh / Bogan Rivers System,,2.0
MACQURV,Macquarie portion of MACQUARIE CASTLEREAGH �BOGAN,Macquarie portion of �MACQUARIE CASTLEREAGH �BOGAN,,2.0
MACWIND,Windamere Dam Entitlement,Windamere Dam Entitlement - Cudgegong River,,
MAINS,Mains River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
MAINSDS,Mains Regulator D/S,Millewa monitoring site,,
MALDPON,Murray River at Mallee Cliffs Downstream - pontoon,Murray River at Mallee Cliffs Downstream - pontoon,41310024,2.0
MALLEE,Murray Mallee System - Sth Australia,Murray Mallee System - South Australia,,
MALLEEC,Mallee Cliffs Salt Interception Scheme,Salt Inflow to reach controlled by Salt,,4.0
MALLMET,MALLAN MET STATION,,75020,2.0
6MALLWA,Mallowa Creek @ Regulator,Mallowa Creek @ Regulator,418049,2.0
MALLOWA,Mallowa Creek @ Regulator,Mallowa Creek @ Regulator,418049,2.0
MALMSBU,Malmsbury Reservoir - Campaspe River,,,4.0
MALTA05,Lake Malta Sample Site 5,See WRC Menindee Lakes Storages map,42510005,2.0
MALUPON,Murray River at Mallee Cliffs �- pontoon,Murray River at Mallee Cliffs �- pontoon,41310023,2.0
MAMANAD,Mannum - Adelaide No. 1 PS,Mannum - Adelaide No. 1 PS - Metro-Adelaide,,
MAMBONK,Murray Bridge - Onkaparinga No. 1 PS,Murray Bridge - Onkaparinga No. 1 PS - Metro-Adelaide,,
MANESC,2/10 Manuel,,,4.0
MANILLA,Manilla River,,,2.0
MANNMET,Mannum Pumping Station Met Station,Mannum Pumping Station Met Station,24517,5.0
MANNUM,River Murray at Mannum No 1 Pumps,,426521,5.0
MANNWHF,River Murray adjacent Mannum Town Wharf,River Murray adjacent Mannum Town Wharf,A4261161,5.0
MANSTP,Mannum STP,,,5.0
MANUPUM,Manilla River at Upper Manilla,Manilla River @ Upper Manilla,419056,2.0
MAPUMP,Pumping from River Murray to Adelaide,,,5.0
MARCAMB,Marne River US Cambria,,4260529,
MARDSJU,Marne River 1km downstream Jutland Road Crossing,Marne River 1km downstream Jutland Road Crossing,A4261030,5.0
MAREBON,Marebone Break @ d/s Marebone Regulator,Marebone Break @ d/s Marebone Regulator,421088,2.0
MARKING,Marne River at Kings Park,,A4261009,5.0
MARKONG,Marne River at Kongolia Bridge,,A4261008,5.0
MARMRBR,Marne River upstream Redbanks Road Ford Crossing,Marne River upstream Redbanks Road Ford Crossing,A4261007,5.0
MARNBHS,Marne River upstream Black Hill Springs,Marne River upstream Black Hill Springs,A4261011,5.0
MARNGOR,Marne River at Marne Gorge,,A4260605,5.0
MARNGUM,Marne River at Gum Park,,A4261010,5.0
MARNJUT,Marne River at Jutland Road Crossing,,A4261013,5.0
MARNMRB,Marne River at Main Road Bridge,,A4261012,5.0
MARNRIV,Marne,,,
MARVBHS,Marne River at Balck Hill Springs,Marne River at Balck Hill Springs,A4261104,5.0
MARYADA,Mary Ada River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,409227,2.0
MARYADS,MARY ADA D/S,Millewa monitoring site,409227,
MASFMET,MATHOURA STATE FOREST MET STATION,,74069,2.0
MATHMET,Mathoura Met Station,Mathoura Meteorological Station - Rainfall Only,74129,2.0
11FGMAU,Murrumbidgee River D/S Maude Weir,,410040,2.0
MAUDEUS,Murrumbidgee River at Maude Weir (u/s),Murrumbidgee River at Maude Weir (u/s) - Storage Gauge,41010941,2.0
MAWARRN,Warren Trunk/Swan Reach to Sth Para,Warren Trunk/Swan Reach to Sth Para - Metro-Adelaide,,
MAYFIEL,River Murray at Mayfield,,409042,2.0
MBARSTP,Mt Barker STP,,,5.0
MBGSTP,Murray Bridge STP,,,5.0
MBHSTP,Maryborough STP,,,4.0
MBLONGI,River Murray at Murray Bridge (Long Island),River Murray at Murray Bridge (Long Island),A4261162,5.0
MBMANPM,Murray Bridge and Mannum Pipelines,,,5.0
MBONKNT,Murray Bridge to Onkaparinga Net,Murray Bridge to Onkaparinga reduced by Metro-Adelaide,,
MBRIDGE,River Murray at �Murray Bridge,SAMPLE AT NO. 1 PUMP STATION,426522,5.0
MBTOALX,Murray Bridge to Milang Reach,,,
MCARTDS,McCartneys D/S,Millewa monitoring site,,
MCARTHY,McCartneys River Regulator,River Regulator settings - Gulpa Creek - NSW National Parks,,2.0
MCCALLM,TALLANGATTA CREEK - MCCALLUMS,,401220B,2.0
MCCOYSB,Goulburn River at McCoys Bridge,SAMPLE AT GAUGING STATION,405232,4.0
MCKDOF,Mullers Creek Drain,,,4.0
MCKFLD,Mirrool Ck Floodway (MIRFLD),,,2.0
MCKILLO,Snowy River at McKillops Bridge,,,2.0
MCLARDS,McLaurens Regulator D/S,Millewa monitoring site,,
MCLAREN,McLarens River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
MCLIFF1,Murray River at Mallee Cliffs 1,,413001,4.0
MCLIFF2,Murray River at Mallee Cliffs 2,,413002,4.0
MCNESC,6 McNight,,,4.0
MCOYNAT,Mccoys Bridge natural flow estimate,Short-term operational estimate of natural flow at Mccoys Bridge,,
MDBCMIL,MDBC Component of MIL Escape Flows,MDBC Component of MIL Escape Flows,,
MDBCSMA,MDBC + Snowy Mountains H.E.A.,,,
MDCWACH,River Murray DS Chowilla Woolshed Adj Chowilla HS,River Murray DS Chowilla Woolshed Adj Chowilla HS (Sal - 5),A4261168,5.0
MDFRC1,RIVER MURRAY - TALMALMO,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 1,,2.0
MDFRC10,RIVER MURRAY - MCFARLAND'S,MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 10,,2.0
MDFRC14,RIVER MURRAY - D/S YARRAWONGA (MDFRC),MURRAY DARLING FRESHWATER RESEARCH CENTRE STATION 14,,4.0
