planning_unit_name,LTWPShortName,env_obj,Objective,Target,state,SWSDLName
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV3,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV3,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV3,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV3,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV3,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV3,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,New South Wales Murray
Edward River - Stevens Weir to Wakool River,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,New South Wales Murray
Murray River - Hume to Yarrawonga,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,New South Wales Murray
Upper Wakool River and Yallakool Creek,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,New South Wales Murray
Murray River - Yarrawonga to Barmah,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,New South Wales Murray
Lower Darling River - Weir 32 to downstream Burtundy,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Murray River - Lock 10 to Lock 9,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Lower Darling
Murray River - Lock 10 to Lock 9,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Murray River - Lock 10 to Lock 9,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Lower Darling
Darling Anabranch,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Lower Darling
Darling Anabranch,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Darling Anabranch,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Murray River - Lock 9 to Lock 7,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Lower Darling
Murray River - Lock 9 to Lock 7,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Murray River - Lock 9 to Lock 7,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Lower Darling
Murray River - Lock 7 to SA border,Murray Lower Darling,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Lower Darling
Murray River - Lock 7 to SA border,Murray Lower Darling,NV4,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Murray River - Lock 7 to SA border,Murray Lower Darling,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NV4E,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,NV4E,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,Native Vegetation,NSW,Lower Darling
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4d,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4e,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum forests",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, River red gum woodland",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Lignum shrublands",Native Vegetation,NSW,NSW Border Rivers
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,NV4e,"Maintain or increase the extent and maintain or improve the condition of native woodland and shrubland communities on floodplains, Coolibah woodland",Native Vegetation,NSW,NSW Border Rivers
Murrumbidgee (MR),ACT,O4, Improved and resilient populations of Murray Crayfish,Other Species,ACT,Australian Capital Territory (Surface Water)
Birchs Creek Reach 1,Birch Creek EWMP,P2,Platypus,Other Species,VIC,Loddon
Birchs Creek Reach 2,Birch Creek EWMP,P2,Platypus,Other Species,VIC,Loddon
Birchs Creek Reach 3,Birch Creek EWMP,P2,Platypus,Other Species,VIC,Loddon
Murrumbidgee (MR),ACT,PEF 3b,in-stream habitat: riffle scouring,Ecosystem Function,ACT,Australian Capital Territory (Surface Water)
Murrumbidgee (MR),ACT,PEF 4,productivity ,Ecosystem Function,ACT,Australian Capital Territory (Surface Water)
Warrego Paroo Bulloo and Nebine Long-term watering plan,Warrego Paroo Bulloo Nebine,Q-NV1,Inundation of floodplain vegetation,Native Vegetation,QLD,Nebine
Condamine and Balonne Long-term watering plan,Condamine and Balonne,Q-NV2,Increased frequency/duration of flows that maintain the condition and extent of vegetation to support bird breeding opportunities.,Native Vegetation,QLD,Condamine-Balonne
Condamine and Balonne Long-term watering plan,Condamine and Balonne,Q-NV2,Improve condition of vegetation that supports bird breeding,Native Vegetation,QLD,Condamine-Balonne
Condamine and Balonne Long-term watering plan,Condamine and Balonne,Q-WB3,Increase opportunities for successful bird breeding,Waterbirds,QLD,Condamine-Balonne
SA River Murray Floodplain,South Australia River Murray,SA_FP_V3_a,"Maintain a viable, functioning River Red Gum population within the Floodplain PEA_In standardised transects that span the Floodplain PEA elevation gradient and existing spatial distribution, >70% of all trees have a Tree Condition Index Score (TCI) ?10.",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V3_b,"Maintain a viable, functioning River Red Gum population within the Floodplain PEA_A sustainable demographic20 that matches the modelled profile for a viable population is established within existing communities across the floodplain elevation gradient.",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V4_a,"Maintain a viable, functioning Black Box population within the Floodplain PEA_In standardised transects that span the Floodplain PEA elevation gradient and existing spatial distribution, >70% of all trees have a TCI ?1019",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V4_b,"Maintain a viable, functioning Black Box population within the Floodplain PEA_A sustainable demographic19 that matches the modelled profile for a viable population is established within existing communities across the floodplain elevation gradient",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V5_a,"Maintain a viable, functioning River Cooba population within the Floodplain PEA_In standardised transects that span the Floodplain PEA elevation gradient and existing spatial distribution, >70% of all trees have a TCI ?1019",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V5_b,"Maintain a viable, functioning River Cooba population within the Floodplain PEA_A sustainable demographic19 that matches the modelled profile for a viable population is established within existing communities across the floodplain elevation gradient",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V6_a,"Maintain a viable, functioning Lignum population within the Floodplain PEA_In standardised transects that span the floodplain elevation gradient and existing spatial distribution, ?70% of Lignum plants have a Lignum Condition Score (LCI) ?6 for colour21",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V7_a,"Establish and maintain diverse water dependent vegetation within aquatic zones across the Floodplain PEA_In aquatic zones, a minimum of 40% of cells either inundated or dry containing inundation-dependent or amphibious plant taxa once every two years on average with maximum interval no greater than 4 years22. Native water dependent species richness >30 across the Floodplain PEA.",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V7_b,"Establish and maintain diverse water dependent vegetation within aquatic zones across the Floodplain PEA_In aquatic zones, a minimum of 80% of cells either inundated or dry containing native flood dependent or amphibious plant taxa once every four years on average with maximum interval no greater than 6 years22 Native water dependent species richness >50 across the Floodplain PEA.",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V8_a,"Establish and maintain diverse native vegetation comprising native flood dependent and amphibious species within the shedding floodplain zones across the Floodplain PEA_In shedding floodplain zones, a minimum of 20% of cells containing native flood dependent or amphibious plant taxa once every three years on average with maximum interval no greater than 5 years22. Native flood dependent and amphibious species richness >20 across the Floodplain PEA.",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V8_b,"Establish and maintain diverse native vegetation comprising native flood dependent and amphibious species within the shedding floodplain zones across the Floodplain PEA_In shedding floodplain zones, of 40% of cells containing native flood dependent or amphibious plant taxa once every five years on average with maximum interval no greater than 7 years22. Native flood dependent and amphibious species richness >30 across the Floodplain PEA",Native Vegetation,SA,South Australian Murray
SA River Murray Floodplain,South Australia River Murray,SA_FP_V8_c,"Establish and maintain diverse native vegetation comprising native flood dependent and amphibious species within the shedding floodplain zones across the Floodplain PEA_In shedding floodplain zones, of 65% of cells containing native flood dependent or amphibious plant taxa once every seven years on average with maximum interval no greater than 10 years22. Native flood dependent and amphibious species richness >50 across the Floodplain PEA",Native Vegetation,SA,South Australian Murray
Loddon River: Lower Loddon River at Reach 5,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Loddon River: Lower Loddon River at Reach 5,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Loddon River: Lower Loddon River at Reach 5,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4a,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4a,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4a,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4c,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4c,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4c,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4d,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4d,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Loddon River: Mid Loddon River System at Reach 4d,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 1,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 1,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 1,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 3a,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 3a,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 3a,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 3b,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 3b,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Loddon River: Upper Loddon River System at Reach 3b,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Pyramid Creek at Whole Creek,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Pyramid Creek at Whole Creek,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Pyramid Creek at Whole Creek,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Serpentine Creek [Mid Loddon River System] at Reach S3,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Serpentine Creek [Mid Loddon River System] at Reach S3,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Serpentine Creek [Mid Loddon River System] at Reach S3,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Tullaroop Creek (Upper Loddon River System) at Reach 2,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Tullaroop Creek (Upper Loddon River System) at Reach 2,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Tullaroop Creek (Upper Loddon River System) at Reach 2,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Twelve Mile Creek Anabranch [Mid Loddon River System] at Reach 4b,Loddon River EWMP,SG2,Aquative biota,Ecosystem Function,VIC,Loddon
Twelve Mile Creek Anabranch [Mid Loddon River System] at Reach 4b,Loddon River EWMP,SG2,Geomorphology,Ecosystem Function,VIC,Loddon
Twelve Mile Creek Anabranch [Mid Loddon River System] at Reach 4b,Loddon River EWMP,SG2,Water quality,Ecosystem Function,VIC,Loddon
Redbank and Tandou creeks,Murray Lower Darling,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,WB3,Increase opportunities for non-colonial waterbird breeding,Waterbirds,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,WB4,Increase opportunities for colonial waterbird breeding*,Waterbirds,NSW,Lower Darling
Redbank and Tandou creeks,Murray Lower Darling,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,WB3,Increase opportunities for non-colonial waterbird breeding,Waterbirds,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,WB4,Increase opportunities for colonial waterbird breeding*,Waterbirds,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,WB3,Increase opportunities for non-colonial waterbird breeding,Waterbirds,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,WB4,Increase opportunities for colonial waterbird breeding*,Waterbirds,NSW,Lower Darling
Menindee Lakes,Murray Lower Darling,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Lower Darling
Tenterfield Creek Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Tenterfield Creek Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Mole River Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Mole River Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Reedy Creek Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Reedy Creek Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Beardy River Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Beardy River Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Bonshaw Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Bonshaw Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Kings Plains Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Kings Plains Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Inverell Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Inverell Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Campbells Creek and Camp Creek Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Campbells Creek and Camp Creek Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Yetman Water Source,NSW Border Rivers,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,NSW Border Rivers
Yetman Water Source,NSW Border Rivers,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,NSW Border Rivers
Keepit to Boggabri,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Keepit to Boggabri,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Keepit to Boggabri,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Boggabri to Wee Waa,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Boggabri to Wee Waa,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Boggabri to Wee Waa,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Boggabri to Wee Waa,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Wee Waa to Barwon River,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Wee Waa to Barwon River,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Wee Waa to Barwon River,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Wee Waa to Barwon River,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Pian Creek Water Source,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Pian Creek Water Source,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Pian Creek Water Source,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Pian Creek Water Source,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Keepit Water Source,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Keepit Water Source,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Keepit Water Source,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Keepit Water Source,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Peel Regulated River,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Peel Regulated River,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Peel Regulated River,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Peel Regulated River,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Cockburn River Water Source,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Cockburn River Water Source,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Cockburn River Water Source,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Cockburn River Water Source,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Mid Macdonald River Water Source,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Mid Macdonald River Water Source,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Mid Macdonald River Water Source,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Mid Macdonald River Water Source,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Upper Namoi Water Source,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Upper Namoi Water Source,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Upper Namoi Water Source,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
