LTWPShortName,EcoObj,Objective,Target,State
Loddon Wetlands proxy,V-HJEF1,Maintain open water habitats at current extent through wetland.,Ecosystem Functions,VIC
Loddon Wetlands proxy,V-HJV2,Reduce extent and density of Phragmites australis and Typha sp.,Native Vegetation,VIC
Loddon Wetlands proxy,V-HJV3,Maintain biota typical of lignum and chenopod woodland.,Native Vegetation,VIC
Loddon Wetlands proxy,V-HJV4,Reduce extent of cumbungi in Tall Marsh (EVC 821) by 20 percent at Johnson Swamp west) by 2025,Native Vegetation,VIC
Loddon Wetlands proxy,V-HJV5,Rehabilitate Intermittent Swampy Woodland (EVC 813) and Lignum Swampy Woodland (EVC 823) at Johnson Swamp West and East by 2025,Native Vegetation,VIC
Loddon Wetlands proxy,V-HJWB1,"Maintain all waterbird feeding guilds, a waterbird species richness between 30 and 50 species and abundance levels in the thousands per month between October to January at Johnson Swamp, in three out of four targeted surveys over any 10 year period",Waterbirds,VIC
Loddon Wetlands proxy,V-HJWB2,"Increase, or facilitate, breeding opportunities for waterbirds at Johnson Swamp through environmental water management by improving breeding habitat or prolonging inundation",Waterbirds,VIC
Loddon Wetlands proxy,V-HJEF2,Create through flow conditions by rehabilitating lateral connectivity between wetland and Pyramid Creek,Ecosystem Functions,VIC
Goulburn River Flow Study,V-NF1,"All Fish - Baseflow for fish passage, at least 40cm and habitat diversity",Native Fish,VIC
Goulburn River Flow Study,V-EF4,Instream Productivity (to support Macroinvertebrates),Ecosystem Functions,VIC
Goulburn River Flow Study,V-EF5,"Macroinvertebrates (to support fish, turtles and platypus) - Flows engage with littoral vegetation to provide edge habitat.",Ecosystem Functions,VIC
Goulburn River Flow Study,V-NV1,Littoral Vegetation,Native Vegetation,VIC
Goulburn River Flow Study,V-NV2,Midbank Vegetation,Native Vegetation,VIC
Goulburn River Flow Study,V-NV3,Bank Stability,Native Vegetation,VIC
Goulburn River Flow Study,V-OS1,Turtle feeding,Other Species,VIC
Goulburn River Flow Study,V-NF2,Opportunistic Fish - Provides connectivity to off-channel habitats with greater food resources,Native Fish,VIC
Goulburn River Flow Study,V-NF3,Periodic/Equilibrium Fish - Provides cues for movement through the system allowing dispersal,Native Fish,VIC
Goulburn River Flow Study,V-EF1,"Instream Productivity - Return flows bring organic matter from the floodplain and offchannel habitats into the river channel, driving production and respiration",Ecosystem Functions,VIC
Goulburn River Flow Study,V-EF6,Macroinvertebrates - Benefit from higher instream productivity as a food source,Ecosystem Functions,VIC
Goulburn River Flow Study,V-NV4,Littoral/Bank Vegetation - Return flows bring large amounts of sediments and propagules into the river channel system rebuilding vegetation habitat,Native Vegetation,VIC
Goulburn River Flow Study,V-NV5,Floodplain Vegetation - Semi-regular inundation of floodplain vegetation is necessary for plant condition and as part of reproductive cycle,Native Vegetation,VIC
Goulburn River Flow Study,V-EF2,"Instream Habitat Complexity - These are channel forming events that create inchannel complexity by scouring bed sediments to recreate pools and deposit those sediments onto higher levels to create bars and benches that provide variable level niches, providing dynamic habitat complexity",Ecosystem Functions,VIC
Goulburn River Flow Study,V-OS2,Turtles - Inundation of off-channel habitats creates superior nesting habitat for adults,Other Species,VIC
Goulburn River Flow Study,V-OS3,Platypus - Inundation of off-channel habitats creates superior feeding habitat (especially beneficial in late autumn-winter to support reproductive success),Other Species,VIC
Goulburn River Flow Study,V-NF4,All Fish - Provides cues for movement through the system allowing dispersal,Native Fish,VIC
Goulburn River Flow Study,V-EF7,"Macroinvertebrates - High flows scour fine sediments from interstitial spaces, improving habitat",Ecosystem Functions,VIC
Goulburn River Flow Study,V-NV6,"Littoral/Bank Vegetation - High flows increase moisture in bank soils and provide a source of propagules, driving germination/establishment of new plants and growth of existing ones",Native Vegetation,VIC
Goulburn River Flow Study,V-EF3,"Instream Habitat Complexity - Freshes transport fine sediments, helping to maintain within-channel habitat features",Ecosystem Functions,VIC
Goulburn River Flow Study,V-NF5,All Fish - Provides cues for movement through the system allowing dispersal. Autumn flows delivered while Murray River flows are relatively low can promote the migration of juvenile golden and silver perch into the Kaiela.,Native Fish,VIC
Goulburn River Flow Study,V-EF8,"Macroinvertebrates - High flows scour old biofilms from hard substrates, resetting them and improving food resources",Ecosystem Functions,VIC
Goulburn River Flow Study,V-NV7,"Mid-Bank Vegetation - If summer flows have been consistently low, high flows in autumn can reinvigorate drying vegetation on the bank, providing some growth before the weather cools and vegetation strops growing",Native Vegetation,VIC
Goulburn River Flow Study,V-NF6,Periodic Fish - Provides cues for adult golden perch in the Goulburn to move downstream and spawn. Water temperatures must be over 19 C,Native Fish,VIC
Barmah EWMP 2023,V-NV8,Improve condition of native non-woody aquatic vegetation,Native Vegetation,VIC
Barmah EWMP 2023,V-NV9,improve condition of native woody vegetation,Native Vegetation,VIC
Barmah EWMP 2023,V-NV10,Restore representative subpopulations of native water dependent biota - for plants,Native Vegetation,VIC
Barmah EWMP 2023,V-WB1,Restore representative subpopulations of native water dependent biota - for waterbirds,Waterbirds,VIC
Barmah EWMP 2023,V-NF7,Restore representative subpopulations of native water dependent biota - for fish,Native Fish,VIC
Barmah EWMP 2023,V-OS4,Restore representative subpopulations of native water dependent biota - for turtles,Other Species,VIC
Barmah EWMP 2023,V-OS5,Restore representative subpopulations of native water dependent biota - for frogs,Other Species,VIC
Barmah EWMP 2023,V-OS6,Restore representative subpopulations of native water dependent biota - for crayfish,Other Species,VIC
Barmah EWMP 2023,V-WB2,Support waterfowl breeding and small-scale colonial breeding,Waterbirds,VIC
Barmah EWMP 2023,V-NF8,Support successful breeding and recruitment of native fish,Native Fish,VIC
Barmah EWMP 2023,V-NF9,Support small bodied fish and movement of large bodied riverine native fish,Native Fish,VIC
Barmah EWMP 2023,V-EF9,Provide refugia to support the long-term survival of water-dependent biota,Ecosystem Functions,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-NF10,"Increase the abundance, spatial distribution and size class diversity of key native fish species (i.e. Macquarie perch, Murray cod, Trout cod, Golden and Silver perch)",Native Fish,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-NV11,Increase the abundance and richness of aquatic and flood dependant native species (i.e. instream and lower bank),Native Vegetation,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-EF10,Increase macroinvertebrate biomass and diversity,Ecosystem Functions,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-EF11,"Protect and promote natural channel form and dynamics (e.g. sediment diversity, rates of sediment transport and bank erosion rates)",Ecosystem Functions,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-EF12,Increase instream physical habitat diversity (e.g. shallow and deep water habitats),Ecosystem Functions,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-EF13,Provide sufficient rates of instream primary production and respiration to support native fish and macroinvertebrate communities,Ecosystem Functions,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-OS7,Maximise self sustaining populations of Platypus,Other Species,VIC
Goulburn River Seasonal Watering Proposal 2023-2024,V-OS8,Maximise self sustaining populations of Turtles,Other Species,VIC
Broken River EMWP,V-G1,Provide baseflow adequate to allow the persistence of aquatic macrophytes at the bank toe,Ecosystem Functions,VIC
Broken River EMWP,V-G2,Provide baseflow to prevent terrestrial vegetation colonizing the stream bed,Ecosystem Functions,VIC
Broken River EMWP,V-G3,Maintain the rates of bed material movement to maintain bed diversity (sand and gravel bed),Ecosystem Functions,VIC
Broken River EMWP,V-G4,Flows to turn over bed sediments in runs and scour around large wood.,Ecosystem Functions,VIC
Broken River EMWP,V-G5,Provide bench inundation to maintain bench form (and wet vegetation and promote the deposition/retention of organic matter).,Ecosystem Functions,VIC
Broken River EMWP,V-G6,"Maintain connectivity between the channel, anabranches and wetlands.",Ecosystem Functions,VIC
Broken River EMWP,V-R1,"Improve the longitudinal and lateral extent and condition of remnant native vegetation at the top of the bank and on the floodplain, with a focus on Floodplain Riparian Woodland.",Native Vegetation,VIC
Broken River EMWP,V-W1,"Maintain a mosaic of wetlands features, including maintenance of individual wetland/vegetation components within Floodplain Wetland Aggregate EVC.",Ecosystem Functions,VIC
Broken River EMWP,V-W2,Maintain lateral linkages (hydrological and biological) between floodplain wetlands and main-stream channel of river,Ecosystem Functions,VIC
Broken River EMWP,V-IC1,Maintain the ruderal-temporary character of cobble and gravel riffles,Ecosystem Functions,VIC
Broken River EMWP,V-IC2,Minimise the opportunities for woody species to establish and persist on in-channel cobble and gravel bars,Native Vegetation,VIC
Broken River EMWP,V-IC3,Minimise the opportunities for woody species to establish and persist on in-channel sand bars,Native Vegetation,VIC
Broken River EMWP,V-IC4,Slough filamentous algae and refresh biofilms on hard surfaces.,Ecosystem Functions,VIC
Broken River EMWP,V-IC5,Maintain in-channel native submerged and emergent vegetation,Native Vegetation,VIC
Broken River EMWP,V-IC6,"Inundate benches, bars and low levels of the river bank to entrain organic matter and drive ecological processes such as carbon and nutrient cycling",Ecosystem Functions,VIC
Broken River EMWP,V-MI1,Maintain areas of riffles and runs,Ecosystem Functions,VIC
Broken River EMWP,V-MI2,Maintain hydraulic habitat diversity to ensure that there is sufficient water to provide flowing and slackwater habitats within the channel,Ecosystem Functions,VIC
Broken River EMWP,V-MI3,Maintain habitat for macrophytes that provide crucial habitat for macroinvertebrates,Ecosystem Functions,VIC
Broken River EMWP,V-MI4,Scour fine sediment from the surface of the substrate to promote biofilm productivity,Ecosystem Functions,VIC
Broken River EMWP,V-MI5,Provide floodplain connection for exchange of organic matter and fine sediment.,Ecosystem Functions,VIC
Broken River EMWP,V-MI6,Retain natural seasonality to ensure synchronicity of life cycle stages with appropriate flows,Ecosystem Functions,VIC
Broken River EMWP,V-NF1,"Provide low flows that maintain adequate habitat for native fish populations, particularly slackwater habitats and deep pools",Native Fish,VIC
Broken River EMWP,V-NF2,Provide flows sufficient to allow fish passage,Native Fish,VIC
Broken River EMWP,V-NF3,Provide to water access to billabongs and flood-runners to provide additional habitat diversity and food sources that contribute to production,Native Fish,VIC
Broken River EMWP,V-NF4,Provide flow cues to stimulate movements,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-G1.1,Maintain channel form and where possible provide flows sufficient to mobilise sediments and maintain existing pools / restore infilled pools.,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G1.2,Prevent gross channel change.,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-V1.1,Promote the germination and recruitment of eucalypts and ther riparian species ithin the riparian zone typical of the relevant EVC.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V1.2,Maintain and promote beds of V. australis.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V1.3,Deep inundation of benches to limit growth of terrestrial species.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V1.4,Create wetting and drying of littoral zone with appropriate timing to enable establishment and growth of vegetation.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V1.5,Provide gradual drawdown to allow terrestrial plants to colonise drying littoral habitats,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-M1.1,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-M1.2,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-F1.1,Improve population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F1.2,Improve population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-P1.1,Ensure that enough flow is maintained outside the irrigation season to provide suitable platypus foraging habitat and support the potential for safe juvenile dispersal into and through reach.,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T1.1,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T1.2,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-W1.1,Maintain water quality (limit suspended sediment),Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G2.1,Maintain channel form and where possible provide flows sufficient to mobilise sediments and maintain existing pools / restore infilled pools.,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G2.2,Prevent gross channel change.,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-V2.1,Promote the germination and recruitment of eucalypts and ther riparian species ithin the riparian zone typical of the relevant EVC.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V2.2,Promote establishment of beds of V. australis.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V2.3,Reduce the encroachment of riparian species into the creek channel.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V2.4,Promote the development of a diverse littoral vegetation community.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V2.5,Promote the development of a diverse littoral vegetation community.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-M2.1,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-M2.2,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-F2.1,Improve population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F2.2,Improve population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-P2.1,Ensure that enough flow is maintained outside the irrigation season to provide suitable platypus foraging habitat and support the potential for safe juvenile dispersal into and through reach.,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T2.1,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T2.2,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-W2.1,Maintain water quality - (limit suspended sediment),Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G3.1,Maintain channel form and where possible provide flows sufficient to mobilise sediments and maintain pools / restore infilled pools,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G3.2,Prevent gross channel change,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G3.3,Periodically engage meander cutoffs/billabongs,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-V3.1,Promote the germination and recruitment of eucalypts and ther riparian species ithin the riparian zone typical of the relevant EVC.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V3.2,Reduce the encroachment of riparian species into the creek channel.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V3.3,Promote the development of a diverse littoral vegetation community.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V3.4,Periodically engage meander cutoffs/billabongs,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-M3.1,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-M3.2,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-F3.1,Maintain population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F3.2,Maintain population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F3.3,Prevent fish kills from poor water quality.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F3.4,Prevent fish kills from poor water quality.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-P3.1,Ensure that enough flow is maintained outside the irrigation season to provide suitable platypus foraging habitat and support the potential for safe juvenile dispersal into and through reach.,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T3.1,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T3.2,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-W3.1,Maintain water quality - suspended sediment,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-W3.2,Maintain water quality - dissolved oxygen,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G4.1,Maintain channel form and where possible provide flows sufficient to mobilise sediments and maintain weir pool depths.,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-G4.2,Prevent gross channel change,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-V4.1,Promote the germination and recruitment of eucalypts and ther riparian species within the riparian zone typical of the relevant EVC.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V4.2,Reduce the encroachment of riparian species into the creek channel.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-V4.3,Promote the development of a diverse littoral vegetation community.,Native Vegetation,VIC
Lower Broken Creek Flows study 2019,V-M4.1,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-M4.2,"Maintain diversity and abundance of macroinvertebrate taxa, particularly species important as a food source for native fish and platypus.",Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-F4.1,Maintain population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F4.2,Maintain population of small and large bodied native fish and expand range of suitable habitat.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F4.3,Prevent fish kills from poor water quality.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-F4.4,Prevent fish kills from poor water quality.,Native Fish,VIC
Lower Broken Creek Flows study 2019,V-P4.1,Ensure that enough flow is maintained outside the irrigation season to provide suitable platypus foraging habitat and support the potential for safe juvenile dispersal into and through reach.,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T4.1,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-T4.2,Provide suitable flow/habitat conditions for turtles,Other Species,VIC
Lower Broken Creek Flows study 2019,V-W4.1,Maintain water quality - suspended sediment,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-W4.2,Maintain water quality - dissolved oxygen,Ecosystem Functions,VIC
Lower Broken Creek Flows study 2019,V-W4.3,Prevent proliferation of Azolla in the weir pools downstream of Nathalia,Ecosystem Functions,VIC
Upper Broken Creek Flows study 2017,V-G1.1,Maintain channel form and where possible provide flows sufficient to mobilise sediments and maintain pools,Ecosystem Functions,VIC
Upper Broken Creek Flows study 2017,V-G1.2,Periodically engage distributary channels,Ecosystem Functions,VIC
Upper Broken Creek Flows study 2017,V-V1.1,Promote the germination and recruitment of river red gums within the riparian zone,Native Vegetation,VIC
Upper Broken Creek Flows study 2017,V-V1.2,Maintain and promote in channel biodiversity (e.g. Triglochin spp),Native Vegetation,VIC
Upper Broken Creek Flows study 2017,V-V1.3,Minimise the spread of Cumbungi within the channel,Native Vegetation,VIC
Upper Broken Creek Flows study 2017,V-V1.4,Reduce the encroachment of riparian species (e.g. water couch) into the river channel,Native Vegetation,VIC
Upper Broken Creek Flows study 2017,V-W1.1,Maintain water quality,Ecosystem Functions,VIC
Upper Broken Creek Flows study 2017,V-F1.1,Maintain conditions for self-sustaining populations of small-bodied native fish Maintain conditions for survival of large-bodied native fish,Native Fish,VIC
Upper Broken Creek Flows study 2017,V-F1.2,Maintain conditions for self-sustaining populations of small-bodied native fish Maintain conditions for survival of large-bodied native fish,Native Fish,VIC
Upper Broken Creek Flows study 2017,V-P1.1,Maintain platypus population and support successful breeding and juvenile dispersal,Other Species,VIC
Upper Broken Creek Flows study 2017,V-P1.2,Maintain platypus population and support successful breeding and juvenile dispersal,Other Species,VIC
Upper Broken Creek Flows study 2017,V-P1.3,Maintain platypus population and support successful breeding and juvenile dispersal,Other Species,VIC
Upper Broken Creek Flows study 2017,V-M1.1,Maintain self-sustaining populations of macroinvertebrates,Ecosystem Functions,VIC
Victorian Murray Floodplains,NF3,Increase the distribution and abundance of short to moderate-lived floodplain specialist native fish species,Native Fish,VIC
Victorian Murray Floodplains,NF4,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,Native Fish,VIC
Victorian Murray Floodplains,NF7,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Native Fish,VIC
Victorian Murray Floodplains,NF9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),Native Fish,VIC
Victorian Murray Floodplains,NV2,"Maintain the extent & viability of non-woody vegetation communities occurring in wetlands & on floodplains (semi-permanent, intermittent, temporal & ephemeral wetlands)",Native Vegetation,VIC
Victorian Murray Floodplains,NV3,Maintain the extent and improve the condition of river red gum communities closely fringing river channels,Native Vegetation,VIC
Victorian Murray Floodplains,NV4,Maintain the extent &improve the condition of native woodlands &shrublands,Native Vegetation,VIC
Victorian Murray Floodplains,EF1,Provide and protect a diversity of refugia across the landscape,Ecosystem Functions,VIC
Victorian Murray Floodplains,EF2,"Create quality instream, floodplain &wetland habitat",Ecosystem Functions,VIC
Victorian Murray Floodplains,EF3a,Provide movement and dispersal opportunities for water dependentbiota to complete lifecycles and disperse into new habitats within catchments,Ecosystem Functions,VIC
Victorian Murray Floodplains,EF4,Support instream and floodplain productivity,Ecosystem Functions,VIC
Victorian Murray Floodplains,EF5,"Support nutrient, carbon & sediment transport along channels, and between channels and floodplains/wetlands",Ecosystem Functions,VIC
Victorian Murray Floodplains,OS2,Maintain successful breeding opportunities for flow-dependent frog species,Other Species,VIC
Victorian Murray Floodplains,OS3b,Maintain and increase number of wetland sites occupied by the threatened Sloanes froglet,Other Species,VIC
Victorian Murray Floodplains,WB1,Maintain the number and type of waterbird species,Waterbirds,VIC
Victorian Murray Floodplains,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,VIC
Victorian Murray Floodplains,WB3,Increase opportunities for non-colonial waterbird breeding,Waterbirds,VIC
Wemen-Liparoo EWMP 2024,WL2,"By 2030, maintain representative populations of shallow-water and deep-water feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at Liparoo West and Liparoo East Billabongs, Wemen-Liparoo by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Wemen-Liparoo EWMP 2024,WL3,"By 2030, improve vital habitat at Liparoo West and Liparoo East Billabongs, Wemen-Liparoo, by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Wemen-Liparoo EWMP 2024,WL4,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta) to sustain communities and processes reliant on Lignum communities at Liparoo West Billabong  Lignum Swampy Woodland area, Wemen-Liparoo.",Native Vegetation,VIC
Wemen-Liparoo EWMP 2024,WL5,"By 2030, improve condition and maintain extent from baseline levels of Lignum (Duma florulenta) to sustain communities and processes reliant on Lignum communities at Liparoo West Billabong  Lignum Swampy Woodland area, Wemen-Liparoo",Native Vegetation,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW1,"By 2030, maintain diversity of freshwater ecosystem types at the Lindsay-Mulcra-Wallpolla Icon Site, including palustrine, riverine and floodplain ecosystems with temporary and permanent water regimes",Ecosystem Functions,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW7,"By 2030, improve ecosystem functions of water-dependent ecosystems by maintaining or improving productivity linkages between the river and floodplain habitats (on and off) at the Lindsay-MulcraWallpolla Icon Site by achieving variable extents of lateral connectivity",Ecosystem Functions,VIC
Lindsay Mulcra Wallpolla Icon Site EWMP 2021,V-LMW9,"By 2030, improve native fish populations (large- and small-bodied fish) across the Lindsay-MulcraWallpolla Icon Site and their relative abundance and diversity; assessment to include comparison with 2006-2012 levels for short-lived species and the spread of age-classes for long-lived fish.",Native Fish,VIC
Heywood Lake EWMP 2024,Hel1,"By 2030, improve condition and maintain extent from baseline (2006) levels of black box (Eucalyptus largiflorens) to sustain communities and processes reliant of such communities at Heywood Lake and Little Heywood Lak",Native Vegetation,VIC
Heywood Lake EWMP 2024,Hel2,"By 2030, improve vital habitat at Heywood Lake by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Heywood Lake EWMP 2024,Hel3,"By 2030, maintain representative populations of shallow-water and deepwater feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at Heywood Lake, by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Heywood Lake EWMP 2024,Hel4,"By 2030, maintain nesting and recruitment of non-colonial waterbirds (N1, N2, N3 and N4, after Jaensch 2002) at Heywood Lake and Little Heywood Lake, by maintaining a mixture of trees, low vegetation/shrubs, and ground/islet nesting habitat.",Waterbirds,VIC
Bottle Bend EWMP 2025,BB1a,"By 2030, maintain representative populations of shallow-water and deepwater feeding guilds of waterbird (F2 and F3, respectively, after Jaensch 2002) at the Bottle Bend asset, by maintaining a mixture of shallow and deep-water habitats.",Waterbirds,VIC
Bottle Bend EWMP 2025,BB1b,"By 2030, maintain nesting and recruitment of non-colonial waterbirds (N1, N2, N3 and N4, after Jaensch 2002) at the Bottle Bend asset, by maintaining a mixture of tree, low vegetation/shrubs, and ground/islet nesting habitat.",Waterbirds,VIC
Bottle Bend EWMP 2025,BB2,"By 2030, improve vital habitat at the Bottle Bend asset by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Bottle Bend EWMP 2025,BB3,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at the Bottle Bend asset.",Other Species,VIC
Bottle Bend EWMP 2025,BB4,"By 2030, improve condition and maintain extent from baseline (2006) levels of Black Box (Eucalyptus largiflorens) to sustain communities and processes reliant of such communities at the Bottle Bend asset.",Native Vegetation,VIC
Merbein Common EWMP 2023,MC1a,"By 2030, protect and restore biodiversity by maintaining representative populations of large-bodied native fish at Cowanna Billabong and Catfish Billabong, Merbein Common, including Golden Perch (Macquaria ambigua) and Bony Herring (Nematalosa erebi)",Native Fish,VIC
Merbein Common EWMP 2023,MC1b,"By 2030, protect and restore biodiversity by maintaining representative populations of small-bodied native fish, Unspecked Hardyhead (Craterocephalus stercusmuscarum fulvus), Western Carp Gudgeon (Hypseleotris klunzingeri), Murray-Darling Rainbowfish (Melanotaenia fluviatilis), Flathead Gudgeon (Philypnodon grandiceps) and Australian Smelt (Retropinna semoni) at Cowanna Billabong and Catfish Billabong, Merbein Common",Native Fish,VIC
Merbein Common EWMP 2023,MC2,"By 2030, maintain representative populations of the shallow-water feeding guild of waterbirds (F2, after Jaensch 2002) at Cowanna Billabong, Catfish Billabong and Brickworks Billabong, Merbein Common, by maintaining shallow-water habitats.",Native Fish,VIC
Merbein Common EWMP 2023,MC4,"By 2030, improve vital habitat at Cowanna Billabong and Catfish Billabong, Merbein Common by increasing the diversity of aquatic macrophytes present across a range of Water Regime Indicators Groups.",Native Vegetation,VIC
Merbein Common EWMP 2023,MC7,"By 2030, maintain and improve the population of Murray hardyhead (Craterocephalus fluviatilis) at Brickworks Billabong, Merbein Common",Native Fish,VIC
Merbein Common EWMP 2023,MC8,"By 2030, maintain populations and extent of saline aquatic vegetation at Brickworks Billabong, Merbein Common, including benthic herblands with Ruppia beds containing both R. polycarpa and R. megacarpa",Native Vegetation,VIC
Carina Bend EWMP 2024,CB1,"By 2030, improve condition and maintain extent from baseline levels of river red gum (Eucalyptus camaldulensis) to sustain communities and processes typical of such communities at the Carina Bend asset",Native Vegetation,VIC
Carina Bend EWMP 2024,CB2a,"By 2030, protect and restore biodiversity by maintaining representative populations of small bodied native fish at the Carina Bend asset, including gudgeon spp (Philypnodon spp) and Murray-Darling rainbow fish (Melanotaenia fluviatilis).",Native Fish,VIC
Carina Bend EWMP 2024,CB2b,"By 2030, protect and restore biodiversity by maintaining representative populations of frogs at the Carina Bend asset",Other Species,VIC
