site name,gauge number,owner,lat,lon
Sandy_C Forest Hill,143232A,"QLD - Department of Natural Resources, Mines and Energy",-27.58345,152.3502222
Sandy_Ck Allan,422318A,"QLD - Department of Natural Resources, Mines and Energy",-28.19194081,151.9416637
Sandy_Ck Damsite,422315A,"QLD - Department of Natural Resources, Mines and Energy",-28.21567878,151.918482
Sandy_Ck Eureka,137102A,"QLD - Department of Natural Resources, Mines and Energy",-25.3376604,152.143503
Sandy_Ck Forest Hill,143220A,"QLD - Department of Natural Resources, Mines and Energy",-27.58861111,152.3444444
Sandy_Ck Homebush,126001A,"QLD - Department of Natural Resources, Mines and Energy",-21.2832888,149.0225055
Sandy_Ck Indoorooply,143030A,"QLD - Department of Natural Resources, Mines and Energy",-27.50194444,152.9888889
Santana,601011,WA - Department of Water and Environmental Regulation,-33.80623954,121.8719131
Saunders Ck ds Gorge,A4261100,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-34.7441,139.2136
Saunders Ck/Gorge,A4261174,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-34.74190215,139.2117881
Saunders Ck/Gorge,A4261028,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-34.7388,139.2101
Saxby,915017A,"QLD - Department of Natural Resources, Mines and Energy",-20.05305556,142.0348611
Scabby Gully,607031,WA - Department of Water and Environmental Regulation,-34.29391689,116.051267
Scabby Gully Dam Wsl Logger,ODSS_56581_WSLAHD.1,WA - Water Corporation,-34.2788675,116.04553
Scar Road,612028,WA - Department of Water and Environmental Regulation,-33.25655255,116.135967
Scarp 6 Sump Sp06S,614052,WA - Department of Water and Environmental Regulation,-32.68788837,115.9971659
Scarp 6 W/way Sp06W,614051,WA - Department of Water and Environmental Regulation,-32.68716681,115.9971739
Scarp Road Damsite,614016,WA - Department of Water and Environmental Regulation,-32.5177,116.0179
Scheu_Ck Riera's,112104A,"QLD - Department of Natural Resources, Mines and Energy",-17.58058333,146.003
Schofield Swamp,A2391085,SA - South Eastern Water Conservation and Drainage Board,-36.7379,140.2577
Schoorls,110024A,"QLD - Department of Natural Resources, Mines and Energy",-17.327,145.53497
Schulz Canal,KVA558,QLD - Brisbane City Council,-27.407093,153.073602
Scotsman Rd,615052,WA - Department of Water and Environmental Regulation,-30.3296,117.7713
Scott Ck/Scott Bottm,A5030502,"SA - Department of Environment, Water and Natural Resources",-35.10127284,138.6729598
Scott Ck_Norwich Pk,130415A,"QLD - Department of Natural Resources, Mines and Energy",-22.71361011,148.3863933
Scott Road,610129,WA - Department of Water and Environmental Regulation,-33.62397336,115.6743566
Scrivener Dam,570016A,QLD - SunWater,-35.3372,149.2289
Sculpture Cv Inflow,G8140025,NT - Department of Environment and Natural Resources,-14.55654639,132.4347751
Seaforth,616027,WA - Department of Water and Environmental Regulation,-32.09230454,116.0167718
Seaham Weir,D146,NSW - Hunter Water,-32.6599,151.7432
Seaham Weir,M350,NSW - Hunter Water,-32.6599,151.7432
Sect,600161,NSW - Snowy Hydro Limited,-35.87694444,148.3977778
Selma Ch at End,130226A,QLD - SunWater,-23.494828,148.0226476
Selma Ch at End,130226A,"QLD - Department of Natural Resources, Mines and Energy",-23.49660925,148.0219096
Selma Ch at Flume,130223A,"QLD - Department of Natural Resources, Mines and Energy",-23.63628056,148.0619639
Selma Ch at Ford Ck,130225A,"QLD - Department of Natural Resources, Mines and Energy",-23.50701742,148.0565812
Selma Ch at Ford Ck,130225A,QLD - SunWater,-23.5053,148.05823
Selma Weir,130205B,QLD - SunWater,-23.540819,148.145628
Selma Weir Headwater,130205B,"QLD - Department of Natural Resources, Mines and Energy",-23.54666803,148.138336
Serp. P/Head Water Level - Logger,ODSS_57568_WSLAHD.1,WA - Water Corporation,-32.385145,116.07399
Serp. P/Head Water Level - Ranger,ODSS_21176_STAMN.1,WA - Water Corporation,-32.385145,116.07399
"Serpentine Dam Daily Dam Water Level, Perth Region",PI_238185.1,WA - Water Corporation,-32.459706,116.152275
Serpentine Falls,614072,WA - Department of Water and Environmental Regulation,-32.36805027,116.0122994
Serpentine Main Dam Storage Volume,ODSS_11453_STAMN.1,WA - Water Corporation,-32.459706,116.152275
Serpentine Main Dam WSL - Logger,ODSS_45534_WSLAHD.1,WA - Water Corporation,-32.459706,116.152275
Serpentine Main Dam WSL - Ranger,ODSS_21139_WSLAHD.1,WA - Water Corporation,-32.459706,116.152275
Serpentine PH Dam Storage Volume,ODSS_11463_STAMN.1,WA - Water Corporation,-32.385145,116.07399
"Serpentine Pipehead Dam Daily Dam Water Level, Per",PI_230046.1,WA - Water Corporation,-32.385145,116.07399
Serptine_Creek No 1,142210A,"QLD - Department of Natural Resources, Mines and Energy",-27.39055556,153.1041667
Seven Day Rd,607052,WA - Department of Water and Environmental Regulation,-34.29345525,116.0507363
Severn_R Ballandean,416318A,"QLD - Department of Natural Resources, Mines and Energy",-28.784895,151.819861
Seymour_R  Main Rd,912112A,"QLD - Department of Natural Resources, Mines and Energy",-19.34138889,139.0125
She Oaks (Low level Weir),ME650,VIC - Barwon Region Water Corporation (Barwon Water),-37.8957,144.1296
She Oaks WP &amp; She Oaks Weir,WP650,VIC - Barwon Region Water Corporation (Barwon Water),-37.8968,144.1268
She Oaks WTP,WT650,VIC - Barwon Region Water Corporation (Barwon Water),-37.89647519,144.1309234
Sheep Yard,422357A,"QLD - Department of Natural Resources, Mines and Energy",-28.28216839,151.8440109
Sheeps'tn at Gin Gin,136018A,QLD - SunWater,-25.02385,151.97878
Shentons Elbow,612003,WA - Department of Water and Environmental Regulation,-33.32481276,115.8846423
Sherlock Rd Bridge,709008,WA - Department of Water and Environmental Regulation,-20.95162588,117.6093359
Showgrounds Wr TW,143226A,"QLD - Department of Natural Resources, Mines and Energy",-27.64,152.3836111
Sidcup Road,6041026,WA - Department of Water and Environmental Regulation,-34.51308003,117.3147379
Silkwood,112103B,"QLD - Department of Natural Resources, Mines and Energy",-17.73186111,146.00725
Silver Springs,612023,WA - Department of Water and Environmental Regulation,-33.24631243,115.9323346
Silverleaf Weir HW,136205A,QLD - SunWater,-26.165709,151.81449
Silverleaf Weir HW,136205A,"QLD - Department of Natural Resources, Mines and Energy",-26.16602871,151.8143185
Silverleaf Weir TW,136214A,"QLD - Department of Natural Resources, Mines and Energy",-26.1660299,151.8133681
Silverleaf Weir TW,136214A,QLD - SunWater,-26.165692,151.814502
Silverwood,422309A,"QLD - Department of Natural Resources, Mines and Energy",-28.35555661,151.9966636
Sinclair Xing (AT03),615021,WA - Department of Water and Environmental Regulation,-31.572,116.5167
Site 16,6090146,WA - Department of Water and Environmental Regulation,-33.32480313,117.8682603
Site 18,6090150,WA - Department of Water and Environmental Regulation,-33.36035287,117.8239971
Site 9,6090139,WA - Department of Water and Environmental Regulation,-33.1290259,117.9120377
Six Mile_Ck  Cooran,138107A,"QLD - Department of Natural Resources, Mines and Energy",-26.33515097,152.8246984
Six Mile_Ck  Cooran,138107B,"QLD - Department of Natural Resources, Mines and Energy",-26.33062238,152.8136828
Skeleton Road,614059,WA - Department of Water and Environmental Regulation,-32.65403645,116.152688
Skeleton_Ck Queerah,111008A,"QLD - Department of Natural Resources, Mines and Energy",-16.99833333,145.7458333
Skillogalee/Goodonga,A5061008,"SA - Department of Environment, Water and Natural Resources",-34.0592,138.627
Skull Rock Pool,8091215,WA - Department of Water and Environmental Regulation,-15.5680448,128.6421996
Skull Rock Pool,8091222,WA - Department of Water and Environmental Regulation,-15.5680448,128.6421996
Skull Rock Pool,8091221,WA - Department of Water and Environmental Regulation,-15.5680448,128.6421996
Slade Street,616082,WA - Department of Water and Environmental Regulation,-31.92400243,115.9219389
Slaneys Creek,A4261064,"SA - Department of Environment, Water and Natural Resources",-33.9572,140.9536
Slaneys/Chowilla,A4260579,"SA - Department of Environment, Water and Natural Resources",-33.94201694,140.9332546
Slavery Lane,616009,WA - Department of Water and Environmental Regulation,-31.98074748,116.1874697
Sleeman Rd Bridge,603007,WA - Department of Water and Environmental Regulation,-34.95831545,117.5031637
Small_Cmnt Felton,422335A,"QLD - Department of Natural Resources, Mines and Energy",-27.82305419,151.7272208
Snake Hole,G0050011,NT - Department of Environment and Natural Resources,-24.559692,133.312519
Snowy B/L Jind Dam,222020,NSW - Snowy Hydro Limited,-36.4406,148.6314
Solea Fall Horseshoe,807001,WA - Department of Water and Environmental Regulation,-14.66187163,126.994167
Solora Pumping Stn,A4261065,"SA - Department of Environment, Water and Natural Resources",-34.363,140.5948
Somers Road (PHH3),613014,WA - Department of Water and Environmental Regulation,-32.89401934,115.8526553
Somerset,143305A,QLD - Queensland Bulk Water Supply Authority (Seqwater),-27.0394235,152.5689775
Soudan Hst,G0010005,NT - Department of Environment and Natural Resources,-20.04690141,137.0178321
South,615601,WA - Department of Water and Environmental Regulation,-32.33710071,117.7261977
South,704004,WA - Department of Water and Environmental Regulation,-24.75901776,113.7606775
South Alligator R Bg,G8200041,NT - Department of Environment and Natural Resources,-12.66185159,132.507323
South Branch,612034,WA - Department of Water and Environmental Regulation,-33.38714755,116.1635472
South Catch B,607006,WA - Department of Water and Environmental Regulation,-34.15058229,116.3354571
"South Dandalup Dam Daily Dam Water Level, Perth Re",PI_13881.1,WA - Water Corporation,-32.6760495,116.100205
South Dandalup Dam Storage Volume,ODSS_11327_STAMN.1,WA - Water Corporation,-32.6760495,116.100205
South East Of Falls,614076,WA - Department of Water and Environmental Regulation,-32.40656637,116.1267571
South Gator River 2,G8200045,NT - Department of Environment and Natural Resources,-13.5252869,132.5217948
South Nunijup Road,6041033,WA - Department of Water and Environmental Regulation,-34.42897832,117.4223868
South Para Inlet @ Malcolm Creek,A5051010.1,SA - South Australian Water Corporation (SA Water),-34.71690675,138.8638809
South Para Reservoir (SA Water),SAWSPARRS.1,SA - South Australian Water Corporation (SA Water),-34.70002874,138.8655376
South West Highway,6141384,WA - Department of Water and Environmental Regulation,-32.59272613,115.9164156
South West Highway,6141381,WA - Department of Water and Environmental Regulation,-32.51308078,115.9750415
Southern Causeway,A4261088,"SA - Department of Environment, Water and Natural Resources",-34.2635,140.4037
Spanner Waterhole,917115A,"QLD - Department of Natural Resources, Mines and Energy",-19.08491418,144.1685157
Spectacles Ssp,614095,WA - Department of Water and Environmental Regulation,-32.22488238,115.8415082
Spencers Brook Mouth,615028,WA - Department of Water and Environmental Regulation,-31.72201399,116.6565317
Spencers Farm,615016,WA - Department of Water and Environmental Regulation,-32.99014383,119.7818969
Splinter_Ck Dakiel,136111A,"QLD - Department of Natural Resources, Mines and Energy",-24.74542881,151.2602476
Spring Creek,110026A,"QLD - Department of Natural Resources, Mines and Energy",-17.15794444,145.4892778
Spring Creek/Terka,A5090504,"SA - Department of Environment, Water and Natural Resources",-32.7256,138.1289
SpringGully Storage,SPRINGGULLY,VIC - Coliban Region Water Corporation (Coliban Water),-36.804869,144.279156
Spring_C Killarney,422321A,"QLD - Department of Natural Resources, Mines and Energy",-28.35389078,152.3352823
Spring_C Killarney,422321B,"QLD - Department of Natural Resources, Mines and Energy",-28.354582,152.332079
Spring_Ck  Killarney,422302A,"QLD - Department of Natural Resources, Mines and Energy",-28.35055411,152.3377825
Spring_CkS Killarney,422303A,"QLD - Department of Natural Resources, Mines and Energy",-28.355,152.3444444
Springs Rd,21101001,NSW - NSW Department of Industry – Lands and Water,-33.23589421,151.2330883
Springton North,613015,WA - Department of Water and Environmental Regulation,-32.90128997,115.928989
Spur Hole,340012,ACT - Icon Water Limited,-35.36002778,148.8783611
St Agnes Mn Channel,136010A,"QLD - Department of Natural Resources, Mines and Energy",-25.1306926,151.9733458
St.CLAIR LAKE - AT PUMP HOUSE POINT,131.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.10502778,146.2020833
St.Helens_Ck Calen,124002A,"QLD - Department of Natural Resources, Mines and Energy",-20.9058027,148.7596638
Staaten_R Dorunda,918003A,"QLD - Department of Natural Resources, Mines and Energy",-16.53148843,142.0596789
StableSwamp Railway,143022A,"QLD - Department of Natural Resources, Mines and Energy",-27.56388889,153.0252778
Stafford's Crossing,124001B,"QLD - Department of Natural Resources, Mines and Energy",-20.65255556,148.573
Stag Creek Weir,130352A,QLD - SunWater,-24.305273,150.810621
Stag above Malakoff,130353B,QLD - SunWater,-24.311684,150.779582
Stag at Malakoff,130353A,QLD - SunWater,-24.31258333,150.7772222
Stag_Ck Malakoff Jn,130353A,"QLD - Department of Natural Resources, Mines and Energy",-24.31250283,150.7772251
Staircase Rd,608002,WA - Department of Water and Environmental Regulation,-34.39222307,115.8434801
Stanley_R Hazeldean,143301A,"QLD - Department of Natural Resources, Mines and Energy",-27.03083333,152.5625
Stanley_R Peachester,143303A,"QLD - Department of Natural Resources, Mines and Energy",-26.838513,152.841577
Stanley_R Silverton,143302A,"QLD - Department of Natural Resources, Mines and Energy",-27.12611111,152.5505556
Stanley_R Somerset,143305A,"QLD - Department of Natural Resources, Mines and Energy",-27.11666667,152.5544444
Stanley_R Woodford,143901A,"QLD - Department of Natural Resources, Mines and Energy",-26.93577,152.761393
Star_R Laroona,120112A,"QLD - Department of Natural Resources, Mines and Energy",-19.37776667,146.0484833
Starcke_R Causeway,106003A,"QLD - Department of Natural Resources, Mines and Energy",-14.81608333,144.9707778
Steadmans,703002,WA - Department of Water and Environmental Regulation,-25.75630805,114.2776243
Steamers Drn HI,A4261131,"SA - Department of Environment, Water and Natural Resources",-35.53155727,138.9079141
SteinErik Sp US Xng,G8145358,NT - Department of Environment and Natural Resources,-14.478635,132.25105
Stenwood,612021,WA - Department of Water and Environmental Regulation,-33.19465453,116.4700077
Stevens Farm,602004,WA - Department of Water and Environmental Regulation,-34.88610721,117.9999723
Stewart_R Tele Rd,104001A,"QLD - Department of Natural Resources, Mines and Energy",-14.167489,143.394002
Sth Dandalup Wsl-Logger,ODSS_57569_WSLAHD.1,WA - Water Corporation,-32.6760495,116.100205
Sth Dandalup Wsl-Ranger,ODSS_21137_WSLAHD.1,WA - Water Corporation,-32.6760495,116.100205
Sth Pine at Drapers,142202A,"QLD - Department of Natural Resources, Mines and Energy",-27.34644444,152.9237472
"Stirling Dam Daily Dam Water Level, Bunbury, South",PI_321984.1,WA - Water Corporation,-33.107073,116.0456435
Stirling Dam Storage Level,ODSS_42363_GLEVN.1,WA - Water Corporation,-33.107073,116.0456435
Stirling Tce Toodyay,615026,WA - Department of Water and Environmental Regulation,-31.54924988,116.4634154
Stirling WSL - Logger Data,ODSS_45532_WSLAHD.1,WA - Water Corporation,-33.107073,116.0456435
Stirling Wsl,ODSS_18315_STAMN.1,WA - Water Corporation,-33.107073,116.0456435
Stirling Wsl,ODSS_18315_WSLAHD.1,WA - Water Corporation,-33.107073,116.0456435
Stocker Rd,616107,WA - Department of Water and Environmental Regulation,-32.12820744,116.0533318
Stockyard Creek,912106A,"QLD - Department of Natural Resources, Mines and Energy",-18.4775,138.2638889
Stockyard Creek,340001,ACT - Icon Water Limited,-35.48311111,148.8171111
Stokes Range,120017A,"QLD - Department of Natural Resources, Mines and Energy",-19.73075,147.3049
Stone_R Running Ck,116017A,"QLD - Department of Natural Resources, Mines and Energy",-18.7664666,145.9498333
Stone_R Springbank,116002A,"QLD - Department of Natural Resources, Mines and Energy",-18.63111111,146.0425
Stonehenge,003203A,"QLD - Department of Natural Resources, Mines and Energy",-24.35216667,143.2551389
Stormwater Giralang,410763,"ACT - Environment, Planning and Sustainable Development Directorate",-35.21416667,149.0969722
Stormwater at Farrer,410773,"ACT - Environment, Planning and Sustainable Development Directorate",-35.37477778,149.1020556
Stormwater at Farrer,410773,ACT - Icon Water Limited,-35.37477778,149.1020556
Strathgordon,921002A,"QLD - Department of Natural Resources, Mines and Energy",-14.47986111,142.1888611
Strawberry Bridge,701015,WA - Department of Water and Environmental Regulation,-29.22358815,115.2604689
Stray C Xng,G8145749,NT - Department of Environment and Natural Resources,-14.11721688,131.4412241
Streaky Bay BH,A0210502,"SA - Department of Environment, Water and Natural Resources",-32.8485,134.2832
Stretchs Tree Farm,607024,WA - Department of Water and Environmental Regulation,-34.12665994,116.7418953
Strickland,608151,WA - Department of Water and Environmental Regulation,-34.32717576,115.7845907
Stuart_R Proston,136304A,"QLD - Department of Natural Resources, Mines and Energy",-26.1816336,151.5460502
Stuart_R Weens Br,136301A,"QLD - Department of Natural Resources, Mines and Energy",-26.51237742,151.7737044
Stuart_R Weens Br,136301B,"QLD - Department of Natural Resources, Mines and Energy",-26.50130572,151.7712032
Stubbs Farm,612036,WA - Department of Water and Environmental Regulation,-33.29398521,116.1492381
Styx Junction,604053,WA - Department of Water and Environmental Regulation,-34.88884503,117.0874201
Sugarloaf Hill,A5100502,"SA - Department of Environment, Water and Natural Resources",-31.7488,138.4516
Sullivan at Barry Dr,410775,"ACT - Environment, Planning and Sustainable Development Directorate",-35.27444444,149.1243611
Sullvn Ck at S'well,410772,"ACT - Environment, Planning and Sustainable Development Directorate",-35.24741667,149.1311667
Sunday at Nine Mile,136027A,QLD - SunWater,-25.347151,151.650128
Sunny Glen,603004,WA - Department of Water and Environmental Regulation,-34.91083991,117.4783095
Sutton/Piccadilly Vy,A5030525,"SA - Department of Environment, Water and Natural Resources",-34.9694,138.741
Suttor_R Eaglefield,120304A,"QLD - Department of Natural Resources, Mines and Energy",-21.4503611,147.7143083
Suttor_R St Anns,120303A,"QLD - Department of Natural Resources, Mines and Energy",-21.22904875,146.9133949
Suttor_R at BDR,120310A,"QLD - Department of Natural Resources, Mines and Energy",-21.537452,147.042362
Sw Hwy Ferguson,611007,WA - Department of Water and Environmental Regulation,-33.35371544,115.7031869
Swampy Plain River,401501,NSW - Snowy Hydro Limited,-36.27916667,148.1180556
Swampy-Khancbn Pond,401569,NSW - Snowy Hydro Limited,-36.22064444,148.1089389
Swan Reach Daily,A4261068,"SA - Department of Environment, Water and Natural Resources",-34.56509044,139.5972927
Swan_Ck Swanfels,422306A,"QLD - Department of Natural Resources, Mines and Energy",-28.16469,152.283525
Swim C,G8190072,NT - Department of Environment and Natural Resources,-12.49626535,131.8604073
Swordgrass Swamp,926003A,"QLD - Department of Natural Resources, Mines and Energy",-11.82577778,142.5074444
TAGGERTY R LADY TALT,405331,"VIC - Department of Environment, Land, Water and Planning",-37.49005462,145.8411457
TALA CREEK AT ESCAPE,41000273,NSW - NSW Department of Industry – Lands and Water,-34.57103795,143.6641328
TALBRAGAR @ 2(ELONG),421042,NSW - NSW Department of Industry – Lands and Water,-32.0924,149.061
TALBRAGAR @ DUNEDOO,421904,NSW - NSW Department of Industry – Lands and Water,-32.00470645,149.3800129
TALLANGALLOOK CREEK @ BONNIE DOON,405254,"VIC - Department of Environment, Land, Water and Planning",-37.00848,145.87628
TALLANGATTA @BULLIOH,401218,"VIC - Department of Environment, Land, Water and Planning",-36.19166667,147.2966667
TALLANGATTA CK,401205,"VIC - Department of Environment, Land, Water and Planning",-36.19166667,147.275
TALLANGATTA MCALLUMS,401220,"VIC - Department of Environment, Land, Water and Planning",-36.21329129,147.3352514
TALLOWA DAM,215212,NSW - NSW Department of Industry – Lands and Water,-34.77156257,150.315266
TALYAWALKA@BARR HW,425018,NSW - NSW Department of Industry – Lands and Water,-31.6626,143.4366
TALYAWALKA@KANGA W/H,425029,NSW - NSW Department of Industry – Lands and Water,-31.846,143.2777
TAMBO @ BATTENS,223209,"VIC - Department of Environment, Land, Water and Planning",-37.7573062,147.8491161
TAMBO @ BATTENS,223209A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.7573062,147.8491161
TAMBO @ BINDI,223206,"VIC - Department of Environment, Land, Water and Planning",-37.0733,147.8035
TAMBO @ D/S DUGGAN C,223213,"VIC - Department of Environment, Land, Water and Planning",-37.00386294,147.8823926
TAMBO @ DS RAMROD,223205,"VIC - Department of Environment, Land, Water and Planning",-37.67253062,147.8698513
TAMBO @ DS RAMROD,223205A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.67253062,147.8698513
TAMBO @ NUNNIONG,223403,"VIC - Department of Environment, Land, Water and Planning",-37.1104,147.9448
TAMBO @ SWIFTS CREEK,223202C,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.2687812,147.7288186
TAMBO @ SWIFTS CREEK,223202,"VIC - Department of Environment, Land, Water and Planning",-37.2687812,147.7288186
TAMBO @ U/S SMITH CK,223214,"VIC - Department of Environment, Land, Water and Planning",-36.95470656,147.92764
TAMBO @ U/S SMITH CK,223214A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-36.95470656,147.92764
TAMBO R @ BINDI,223208,"VIC - Department of Environment, Land, Water and Planning",-37.15981517,147.7738435
TANJIL @ BLUE ROCK,226230A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.07768889,146.2279389
TANJIL @ SERPENTINE,226233,"VIC - Department of Environment, Land, Water and Planning",-38.09716111,146.2618389
TANJIL @ TANJIL BREN,226012,"VIC - Department of Environment, Land, Water and Planning",-37.83166667,146.1966667
TANJIL @ TANJIL JUNC,226226,"VIC - Department of Environment, Land, Water and Planning",-37.97984217,146.193315
TANJIL @ TANJIL JUNC,226226A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.97984217,146.193315
TANJIL @TANJIL SOUTH,226216,"VIC - Department of Environment, Land, Water and Planning",-38.09467319,146.2422901
TANJIL @TANJIL SOUTH,226216A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.09467319,146.2422901
TANJIL DS BLUE ROCK,226229,"VIC - Department of Environment, Land, Water and Planning",-38.08333333,146.2333333
TANTAWANGALO MTN,219006,NSW - NSW Department of Industry – Lands and Water,-36.7803,149.5427
TANTAWANGLO KAMERUKA,219019,NSW - NSW Department of Industry – Lands and Water,-36.7332,149.7181
TARAGO @ NEERIM STH.,228219,"VIC - Department of Environment, Land, Water and Planning",-38.03333333,145.9333333
TARAGO CHANNEL,228701,"VIC - Department of Environment, Land, Water and Planning",-37.965,145.9316667
TARAGO CHANNEL,228702,"VIC - Department of Environment, Land, Water and Planning",-38.03,145.73
TARAGO R-DROUIN WEST,228201B,VIC - Melbourne Water Corporation (Melbourne Water),-38.0873,145.831
TARAGO R-EAST BRANCH,228238A,VIC - Melbourne Water Corporation (Melbourne Water),-37.96,145.934
TARAGO R-NEERIM STH,228219C,VIC - Melbourne Water Corporation (Melbourne Water),-38.0326,145.94
TARAGO R-TARAGO RES,228224A,VIC - Melbourne Water Corporation (Melbourne Water),-38.0214,145.941
TARAGO RIV-NEERIM,228206B,VIC - Melbourne Water Corporation (Melbourne Water),-37.96240107,145.9342282
TARAGO RIVER,228224,"VIC - Department of Environment, Land, Water and Planning",-38.025,145.935
TARAGO-DROUIN WEST,228201A,VIC - Melbourne Water Corporation (Melbourne Water),-38.087625,145.831927
TARCUTTA @ BORAMBOLA,410047,NSW - NSW Department of Industry – Lands and Water,-35.1623,147.6555
TARCUTTA @ WESTBROOK,410058,NSW - NSW Department of Industry – Lands and Water,-35.5392,147.9014
TARCUTTA BELMORE BR.,410155,NSW - NSW Department of Industry – Lands and Water,-35.4733,147.8549
TAREE,208410,NSW - NSW Department of Industry – Lands and Water,-31.91684138,152.4572117
TAREELAROI STORAGE,418043,NSW - NSW Department of Industry – Lands and Water,-29.4472,150.0336
TARLO@WILLOWBANK,212060,NSW - NSW Department of Industry – Lands and Water,-34.61158701,149.8830387
TARRA @ YARRAM,227200,"VIC - Department of Environment, Land, Water and Planning",-38.550964,146.682818
TARRA @ YARRAM,227200B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.53925307,146.6746909
TARRA No.1 CANAL - SITE 1.2 AT No.9 BRIDGE,129.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.27447222,146.2795833
TARRA R @ FISCHERS,227225A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.46949417,146.5551106
TARRA R @ FISCHERS,227225,"VIC - Department of Environment, Land, Water and Planning",-38.46949417,146.5551106
TARRA R @ WEIR O/T,227251,"VIC - Department of Environment, Land, Water and Planning",-38.47569363,146.5792734
TARRA R @ WEIR O/T,227251A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.47569,146.57927
TARRALEAH No.2 CANAL - B/L MOSSY MARSH,156.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.30347222,146.4005833
TARRALEAH No.2 POND - AT TARRALEAH No.2 POND,553.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.30563889,146.4174444
TARRION CK @ BREWRNA,422022,NSW - NSW Department of Industry – Lands and Water,-30.041875,146.8680694
TARWIN @ DUMBALK N.,227226,"VIC - Department of Environment, Land, Water and Planning",-38.49963302,146.1609799
TARWIN @ MEENIYAN,227202,"VIC - Department of Environment, Land, Water and Planning",-38.58164621,145.9915693
TARWIN @ MIRBOO,227228,"VIC - Department of Environment, Land, Water and Planning",-38.50833333,146.2333333
TARWIN R KOONWARRA,227266,"VIC - Department of Environment, Land, Water and Planning",-38.52499336,145.9560067
TATIARA CK/BORDERTWN,A2390534,SA - South Eastern Water Conservation and Drainage Board,-36.3142,140.774
TATIARA CK/BORDERTWN,A2390534,"SA - Department of Environment, Water and Natural Resources",-36.3142,140.774
TATONG PIPE EC,404708,"VIC - Department of Environment, Land, Water and Planning",-36.68875236,146.1023721
TAYLORS @ UPP TAYLOR,205017,NSW - NSW Department of Industry – Lands and Water,-30.783296,152.696929
TCECO2,61700086,WA - Department of Water and Environmental Regulation,-30.51610734,115.1041915
TELEPHONE BANK,41010037,NSW - NSW Department of Industry – Lands and Water,-34.5125,144.0188
TEN MILE @ DELBURN,226409C,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.28862203,146.2754621
TEN MILE @ KAWARREN,235239,"VIC - Department of Environment, Land, Water and Planning",-38.4597783,143.5972256
TEN MILE @H/BROOK #3,410187,NSW - NSW Department of Industry – Lands and Water,-35.756,147.3464
TENTERFIELD CLIFTON,416003,NSW - NSW Department of Industry – Lands and Water,-29.0312,151.7246
TENTERFIELD CR @ WS,416053,NSW - NSW Department of Industry – Lands and Water,-29.0723,152.0178
TERRIGAL@U/S MARTHAG,421153,NSW - NSW Department of Industry – Lands and Water,-30.8248,147.7133
TH1B,61700074,WA - Department of Water and Environmental Regulation,-30.50660437,115.0780996
TH1C,61700075,WA - Department of Water and Environmental Regulation,-30.50659535,115.0780998
TH2C,61700072,WA - Department of Water and Environmental Regulation,-30.50805476,115.085927
THALABA CK @ BELARRE,418091,NSW - NSW Department of Industry – Lands and Water,-29.66582386,148.6879429
THE BRAIDS,412150,NSW - NSW Department of Industry – Lands and Water,-34.24643658,143.9989629
THE CRAGS,2122801,NSW - NSW Department of Industry – Lands and Water,-34.39072749,150.4252802
THE NEEDLES,213211,NSW - NSW Department of Industry – Lands and Water,-34.046561,151.005328
THE TOWERS,2122725,NSW - NSW Department of Industry – Lands and Water,-34.78444413,149.6950002
THE WOODCUTTERS,412183,NSW - NSW Department of Industry – Lands and Water,-34.29003109,143.9936813
THEGOA @ INLET D/S,42510080,NSW - NSW Department of Industry – Lands and Water,-34.1082,141.9045
THOM. @U/S COWWARR W,225231A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.97499864,146.625004
THOM. @U/S COWWARR W,225231,"VIC - Department of Environment, Land, Water and Planning",-37.97499864,146.625004
THOMPSON C GHAZEEPOR,235255,"VIC - Department of Environment, Land, Water and Planning",-38.27008794,144.2936358
THOMPSONS LANE SITE2,21010055,NSW - NSW Department of Industry – Lands and Water,-32.1448,150.9034
THOMSON @ BUNDALAGUA,225232A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.04526544,146.9921134
THOMSON @ BUNDALAGUA,225232,"VIC - Department of Environment, Land, Water and Planning",-38.04526544,146.9921134
